gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group E,bachelor's degree,free/reduced,not complete,85,75,97
female,group E,college,standard,complete,82,60,74
male,group A,associate's degree,standard,not complete,79,76,58
male,group C,college,free/reduced,complete,81,60,93
other,group D,college,Standard,not complete,90,97,45
other,group A,master's degree,standard,complete,90,81,83
undisclosed,group D,college,standard,complete,330,55,84
male,group A,high school,free/reduced,not complete,45,92,51
male,Group E,associate's degree,standard,complete,72,33,38
male,group E,high school,standard,complete,31,51,72
female,Group B,college,free/reduced,not complete,66666666666666666666,66,93
male,group D,associate's degree,standard,complete,41,62,89
male,group B,high school,free/reduced,not complete,80,93,84
male,group B,associate's degree,free/reduced,complete,41,63,37
female,group E,high school,standard,complete,46,43,46
male,group D,college,standard,complete,55,100,1023
male,group D,college,standard,complete,55,100,1023
female,group B,high school,standard,complete,80,87,34
female,group C,high school,standard,complete,63,72,89
male,group B,associate's degree,free/reduced,not complete,88,79,55
male,group C,college,standard,not complete,98,48,84
,group A,Associate's degree,standard,not complete,93,82,58
male,group C,high school,Free/reduced,not complete,76,61,70
male,group B,associate's degree,standard,not complete,44,70,37
male,,high school,free/reduced,complete,90,56,35
male,group D,bachelor's degree,free/reduced,complete,85,40,30
male,group D,high school,free/reduced,not complete,45,48,55
male,group B,high school,standard,not complete,57,84,57
female,group A,associate's degree,free/reduced,not complete,82,62,55
male,group E,high school,standard,complete,100,73,89
female,group E,college,standard,complete,48,94,56
male,group D,high school,free/reduced,complete,91,100,53
undisclosed,group A,bachelor's degree,free/reduced,complete,60,45,86
female,group B,high school,standard,complete,93,73,98
,group A,bachelor's degree,standard,not complete,92,58,32
other,group E,associate's degree,free/reduced,complete,46,88,35
male,group A,,free/reduced,Not complete,31,79,82
female,group E,college,free/reduced,,67,84,59
male,group C,college,standard,not complete,30,76,52
female,group A,associate's degree,free/reduced,not complete,71,77,81
other,group C,college,standard,Not complete,86,41,59
undisclosed,group B,Associate's degree,free/reduced,not complete,48,96,90
female,,associate's degree,standard,complete,57,92,35
female,group C,associate's degree,free/reduced,complete,88,98,58
female,group C,high school,standard,not complete,95,40,35
female,group A,college,free/reduced,not complete,90,58,51
male,group B,master's degree,free/reduced,not complete,73,69,91
female,group A,high school,standard,complete,57,44,38
undisclosed,group C,college,free/reduced,not complete,90,34,81
male,group B,bachelor's degree,free/reduced,not complete,82,96,97
female,group A,high school,standard,complete,77,54,82
female,group E,college,free/reduced,complete,54,66,363
female,group D,bachelor's degree,free/reduced,not complete,81,86,30
female,group E,college,free/reduced,not complete,79,98,33
male,Group E,college,standard,complete,83,62,100
male,group E,college,free/reduced,complete,69,50,44
female,group E,high school,free/reduced,complete,90,73,93
male,group B,college,free/reduced,not complete,71,67,89
female,group E,associate's degree,free/reduced,not complete,64,38,55
male,group C,college,standard,not complete,53,55,74
male,group C,college,standard,not complete,53,55,74
female,group A,high school,standard,not complete,32,98,85
male,Group A,associate's degree,free/reduced,,99,62,53
male,,bachelor's degree,standard,not complete,77,78,62
female,group C,college,standard,complete,97,100,38
female,group A,college,standard,complete,69,64,100
female,group C,high school,free/reduced,complete,56,65,33
male,,high school,standard,not complete,48,70,41
female,group C,associate's degree,standard,complete,75,38,62
undisclosed,group E,bachelor's degree,free/reduced,not complete,74,39,95
female,group C,bachelor's degree,free/reduced,not complete,95,84,78
female,group A,bachelor's degree,free/reduced,not complete,85,96,45
male,group C,bachelor's degree,standard,not complete,30,95,768
male,group D,high school,free/reduced,complete,45,91,41
female,group A,associate's degree,standard,not complete,88,37,84
female,group D,master's degree,free/reduced,not complete,35,59,96
female,group D,high school,free/reduced,complete,34,76,40
other,group D,,standard,not complete,66,65,32
female,group E,high school,standard,complete,31,67,49
female,group B,college,free/reduced,complete,504,72,63
female,group E,college,standard,complete,79,32,36
male,group C,bachelor's degree,free/reduced,not complete,74,39,92
male,group E,high school,Standard,complete,97,80,78
male,group A,associate's degree,standard,complete,64,71,98
,group B,associate's degree,free/reduced,not complete,80,79,85
male,group A,master's degree,standard,not complete,32,31,30
female,group E,high school,free/reduced,not complete,57,88,34
female,group B,high school,free/reduced,complete,54,97,83
male,group B,associate's degree,standard,complete,392,56,85
female,group C,high school,free/reduced,complete,48,47,32
male,group A,high school,free/reduced,complete,68,100,69
female,group A,master's degree,free/reduced,complete,47,60,84
male,group B,associate's degree,standard,not complete,33,86,59
male,group C,high school,standard,not complete,49,84,90
female,group A,high school,free/reduced,not complete,41,48,57
male,group A,associate's degree,standard,not complete,80,97,46
female,group C,college,free/reduced,not complete,59,69,62
male,group C,master's degree,free/reduced,complete,62,69,94
undisclosed,,bachelor's degree,standard,not complete,40,66,70
female,group A,college,standard,not complete,87,37,34
undisclosed,group A,associate's degree,standard,complete,86,75,70
female,group A,bachelor's degree,standard,not complete,35,79,44
male,group C,College,free/reduced,complete,31,93,88
female,group D,college,standard,complete,72,48,72
female,group B,college,standard,not complete,79,44,50
male,group A,college,free/reduced,not complete,76,57,99
male,group A,associate's degree,standard,not complete,86,876,51
female,group A,high school,free/reduced,complete,47,91,81
,group E,high school,free/reduced,complete,35,36,83
female,group A,high school,free/reduced,not complete,93,43,47
female,group B,college,free/reduced,complete,41,74,56
female,group A,master's degree,free/reduced,not complete,38,61,97
male,group B,associate's degree,standard,complete,55,84,87
male,group B,associate's degree,standard,complete,55,84,87
female,group B,,standard,complete,39,35,33
male,group E,associate's degree,free/reduced,not complete,91,57,43
female,group E,associate's degree,free/reduced,complete,65,30,84
female,group E,associate's degree,standard,complete,82,99,54
male,group E,college,free/reduced,not complete,64,78,54
male,group A,college,,complete,66,30,67
female,group B,associate's degree,free/reduced,complete,79,35,97
female,group E,high school,standard,complete,92,65,35
female,group E,high school,free/reduced,complete,31,64,58
female,group C,high school,standard,complete,98,56,63
,group A,associate's degree,free/reduced,not complete,49,30,77
male,group E,bachelor's degree,free/reduced,not complete,85,39,62
female,group D,associate's degree,standard,not complete,61,74,97
female,group B,college,,complete,74,32,81
male,group B,college,standard,complete,98,78,34
male,group A,bachelor's degree,standard,complete,72,32,37
female,group B,bachelor's degree,standard,complete,85,44,59
male,group A,high school,free/reduced,not complete,41,64,81
undisclosed,group B,high school,standard,complete,59,83,83
female,group D,master's degree,standard,not complete,36,91,30
female,group A,college,free/reduced,complete,98,33,58
female,group A,college,standard,complete,65,84,83
male,group A,master's degree,standard,complete,33,48,97
,group B,bachelor's degree,free/reduced,complete,77,40,42
male,group A,high school,standard,complete,71,65,82
Female,group B,high school,free/reduced,not complete,31,57,99
undisclosed,group C,college,standard,complete,96,35,83
female,group A,high school,free/reduced,complete,53,32,92
male,group A,college,standard,complete,63,62,91
,group D,high school,standard,not complete,96,74,65
male,group E,high school,free/reduced,complete,58,306,49
male,group B,bachelor's degree,standard,complete,84,63,50
male,group C,high school,standard,complete,84,75,100
female,group E,high school,free/reduced,not complete,64,92,74
female,group D,bachelor's degree,free/reduced,not complete,37,55,56
male,group A,high school,standard,complete,66,472,47
undisclosed,group A,college,standard,complete,94,57,60
male,group D,associate's degree,standard,not complete,70,32,49
undisclosed,group E,bachelor's degree,standard,complete,42,83,56
male,group A,college,standard,complete,81,50,97
female,group B,college,free/reduced,not complete,53,81,58
male,group E,master's degree,standard,complete,37,61,66
female,group B,high school,free/reduced,complete,71,40,30
female,group C,college,,complete,52,59,64
undisclosed,group C,college,free/reduced,not complete,55,85,396
male,group D,associate's degree,standard,not complete,75,43,96
female,group B,,standard,not complete,32,79,55
female,group E,college,Free/reduced,not complete,45,74,35
female,group E,college,free/reduced,complete,93,93,74
female,group B,bachelor's degree,standard,not complete,87,90,51
female,group E,master's degree,free/reduced,complete,80,63,86
female,group C,college,free/reduced,complete,30,52,49
female,group B,high school,free/reduced,complete,35,80,48
male,group B,bachelor's degree,free/reduced,not complete,74,94,35
female,group C,associate's degree,standard,not complete,89,92,87
male,group B,high school,free/reduced,complete,32,91,65
female,group D,high school,standard,complete,37,30,82
male,group B,bachelor's degree,,not complete,47,49,30
male,group D,Bachelor's degree,free/reduced,not complete,62,67,60
female,group E,high school,Free/reduced,not complete,44,72,49
female,group B,college,standard,not complete,50,79,34
male,group B,high school,standard,not complete,73,594,89
male,group E,high school,free/reduced,,41,67,39
